Category,Message
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,Congrats kano..whr s the treat maga?
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
ham,"Ya, told..she was asking wats matter?"
ham,Just wanted to say holy shit you guys weren't kidding about this bud
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,Dude got a haircut. Now its breezy up there
ham,Mm i am on the way to railway
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,That was random saw my old roomate on campus. He graduated
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
ham,Ok.ok ok..then..whats ur todays plan
ham,"Just wondering, the others just took off"
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,Will be out of class in a few hours. Sorry
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,I had askd u a question some hours before. Its answer
ham,"I'm a guy, browsin is compulsory"
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,New car and house for my parents.:)i have only new job in hand:)
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,have got * few things to do. may be in * pub later.
ham,Aight ill get on fb in a couple minutes
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,I'm vivek:)i got call from your number.
ham,Yunny... I'm goin to be late
ham,"Aight, we'll head out in a few"
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,Mm so you asked me not to call radio
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,"So check your errors and if you had difficulties, do correction."
ham,All e best 4 ur exam later.
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham,It only does simple arithmetic not percentages.
ham,Kallis wont bat in 2nd innings.
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
ham,Ok. How many should i buy.
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,I had askd u a question some hours before. Its answer
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Don know:)this week i'm going to tirunelvai da.
ham,I am in a marriage function
ham,Happy birthday... May all ur dreams come true...
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,I'm not coming home 4 dinner.
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,Ok ok take care. I can understand.
ham,Wah lucky man... Then can save money... Hee...
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,LMAO where's your fish memory when I need it?
ham,We r outside already.
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,Ok. I asked for money how far
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl"
ham,O shore are you takin the bus
ham,and  picking them up from various points
ham,I think steyn surely get one wicket:)
ham,Printer is cool. I mean groovy. Wine is groovying
ham,Have you always been saying welp?
ham,"Not sure yet, still trying to get a hold of him"
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her"
ham,Am slow in using biola's fne
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,No probably  &lt;#&gt; %.
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,I was just callin to say hi. Take care bruv!
ham,If u dun drive then how i go 2 sch.
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
spam,#ERROR!
ham,Sorry da..today i wont come to play..i have driving clas..
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,Waiting for your call.
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
ham,Tell me again what your address is
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,Is xy in ur car when u picking me up?
ham,Nothing spl..wat abt u and whr ru?
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,After completed degree. There is no use in joining finance.
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Thanx a lot...
ham,"Hi Chikku, send some nice msgs"
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
ham,Thanks honey. Have a great day.
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham,(That said can you text him one more time?)
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,Where u been hiding stranger?
ham,how are you? I miss you!
ham,"Coffee cake, i guess..."
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,S:)but he had some luck.2 catches put down:)
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,Everybody had fun this evening. Miss you.
ham,So what about you. What do you remember
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,Lmao but its so fun...
ham,"Sorry, I'll call later"
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,But i'm surprised she still can guess right lor...
ham,You call him and tell now infront of them. Call him now.
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,Okie...
ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,I am taking half day leave bec i am not well
ham,Good morning princess! How are you?
ham,Networking job is there.
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,I'm not sure if its still available though
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,Yes.mum lookin strong:)
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
ham,Yup having my lunch buffet now.. U eat already?
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
ham,Wif my family booking tour package.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Went to ganesh dress shop
ham,Watching tv now. I got new job :)
ham,"Yo, any way we could pick something up tonight?"
ham,"How about clothes, jewelry, and trips?"
ham,Ding me on ya break fassyole! Blacko from londn
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Thats cool. I want to please you...
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,Can i get your opinion on something first?
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
ham,At home watching tv lor.
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,What type of stuff do you sing?
ham,Ofcourse I also upload some songs
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
spam,You have an important customer service announcement from PREMIER.
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Ok...
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham,Yep. I do like the pink furniture tho.
ham,Stupid.its not possible
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,Was it something u ate?
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,What is the plural of the noun research?
ham,Oops i thk i dun haf enuff... I go check then tell ü..
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
ham,So wat's da decision?
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,Then she dun believe wat?
ham,Ü only send me the contents page...
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Ok i juz receive..
ham,"Aight yo, dats straight dogg"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Small problem in auction:)punj now asking tiwary
ham,Well i know Z will take care of me. So no worries.
ham,I hope your pee burns tonite.
ham,Then i buy.
ham,No de.am seeing in online shop so that i asked.
ham,Already one guy loving you:-.
ham,"Just sent again. Do you scream and moan in bed, princess?"
ham,You know what hook up means right?
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,So lets make it saturday or monday as per convenience.
ham,"Aight, I'll ask a few of my roommates"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,"Hmph. Go head, big baller."
ham,Yup i thk so until e shop closes lor.
ham,He is world famamus....
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,I will take care of financial problem.i will help:)
ham,Shall i get my pouch?
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
ham,How? Izzit still raining?
spam,2/2 146tf150p
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,"Sorry, I'll call later"
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,I thought slide is enough.
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,Ya even those cookies have jelly on them
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,;-) ok. I feel like john lennon.
ham,Host-based IDPS for linux systems.
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Once free call me sir. I am waiting for you.
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,She's fine. Sends her greetings
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,Ill be there on  &lt;#&gt;  ok.
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
ham,Have you seen who's back at Holby?!
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
ham,Can't take any major roles in community outreach. You rock mel
ham,Huh but i cant go 2 ur house empty handed right?
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,What you doing?how are you?
ham,Remind me how to get there and I shall do so
ham,O. Guess they both got screwd
ham,Did you see that film:)
ham,Apart from the one i told you about yesterday?
ham,Ok then no need to tell me anything i am going to sleep good night
ham,Are you willing to go for apps class.
ham,But we havent got da topic yet rite?
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,She's borderline but yeah whatever.
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,Still at west coast... Haiz... Ü'll take forever to come back...
ham,Haf u found him? I feel so stupid da v cam was working.
ham,Yes i have. So that's why u texted. Pshew...missing you so much
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,Hey what are you doing. Y no reply pa..
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Really good:)dhanush rocks once again:)
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,Lol great now im getting hungry.
ham,"Ya tel, wats ur problem.."
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,"Sorry, I'll call later"
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,"Nah can't help you there, I've never had an iphone"
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,How much u trying to get?
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
ham,Can not use foreign stamps in this country. Good lecture .
ham,TaKe CaRE n gET WeLL sOOn
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,Wat time r ü going to xin's hostel?
ham,Hi msg me:)i'm in office..
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,Ok... Ur typical reply...
ham,Did u download the fring app?
ham,"Probably, want to pick up more?"
ham,I dont thnk its a wrong calling between us
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,have you ever had one foot before?
ham,Lmao you know me so well...
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
ham,Well good morning mr . Hows london treatin' ya treacle?
ham,Rofl. Its true to its name
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,Shall i come to get pickle
ham,Ok lor... Or u wan me go look 4 u?
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
ham,Only saturday and sunday holiday so its very difficult:)
ham,Ya just telling abt tht incident..
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,My drive can only be read. I need to write
ham,"Not for possession, especially not first offense"
ham,Ok.
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,"Aight, call me once you're close"
ham,Eatin my lunch...
ham,At WHAT TIME should i come tomorrow
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,Package all your programs well
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Hey i've booked the pilates and yoga lesson already... Haha
ham,I'm in office now da:)where are you?
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,Its good to hear from you
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
